anchor_id,ticker,contract_type,strike,expiration,dte_target,moneyness_target,partition,event_family,decision_available_utc,signal_bar_open_utc,coverage_before,coverage_at,coverage_after,left_censored,signal_bar_exists,bar_count,selection_policy,moneyness_band,moneyness_distance_pct,moneyness_pct,dte,outcome_status,right_censored,observed_bars,decision_close,next_bar_open,decision_to_next_open_gap_pct,mfe_pct,mae_pct,terminal_return_pct,bars_to_peak,bars_to_trough,peak_to_terminal_giveback_pct,gain_retention,decision_close_mfe_pct,decision_close_mae_pct,peak_before_trough
AMC15X-003,O:AMC240913P00005000,PUT,5.0,2024-09-13,14,0.0,DISCOVERY,ENTRY_FORMING,2024-08-30T18:15:00+00:00,2024-08-30T18:00:00+00:00,89,0,223,False,False,312,WITHIN_TOLERANCE,NEAR_ATM,2.2000000000000064,2.2000000000000064,14,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15X-003,O:AMC240927P00005000,PUT,5.0,2024-09-27,30,0.0,DISCOVERY,ENTRY_FORMING,2024-08-30T18:15:00+00:00,2024-08-30T18:00:00+00:00,97,0,336,False,False,433,WITHIN_TOLERANCE,NEAR_ATM,2.2000000000000064,2.2000000000000064,28,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15X-004,O:AMC240920C00005000,CALL,5.0,2024-09-20,14,0.0,DISCOVERY,THESIS_PRESSURE,2024-09-03T14:00:00+00:00,2024-09-03T13:45:00+00:00,275,1,361,False,True,637,WITHIN_TOLERANCE,NEAR_ATM,3.9639999999999986,-3.9639999999999986,17,SCORED_RIGHT_CENSORED,True,361,0.23,0.23,0.0,52.17391304347825,-95.65217391304348,-95.65217391304348,86,326,-97.14285714285714,-1.8333333333333337,52.17391304347825,-95.65217391304348,True
AMC15X-004,O:AMC241004C00005000,CALL,5.0,2024-10-04,30,0.0,DISCOVERY,THESIS_PRESSURE,2024-09-03T14:00:00+00:00,2024-09-03T13:45:00+00:00,58,1,332,False,True,391,WITHIN_TOLERANCE,NEAR_ATM,3.9639999999999986,-3.9639999999999986,31,SCORED_RIGHT_CENSORED,True,332,0.33,0.31,-6.060606060606066,58.06451612903225,-70.96774193548387,-67.74193548387096,83,330,-79.59183673469387,-1.1666666666666667,48.484848484848484,-72.72727272727273,True
AMC15X-004,O:AMC240920P00005000,PUT,5.0,2024-09-20,14,0.0,DISCOVERY,THESIS_PRESSURE,2024-09-03T14:00:00+00:00,2024-09-03T13:45:00+00:00,169,1,314,False,True,484,WITHIN_TOLERANCE,NEAR_ATM,3.9639999999999986,3.9639999999999986,17,SCORED_RIGHT_CENSORED,True,314,0.41,0.42,2.4390243902439046,30.952380952380977,-64.28571428571428,-40.476190476190474,18,189,-54.54545454545454,-1.3076923076923066,34.14634146341464,-63.41463414634146,True
AMC15X-004,O:AMC241004P00005000,PUT,5.0,2024-10-04,30,0.0,DISCOVERY,THESIS_PRESSURE,2024-09-03T14:00:00+00:00,2024-09-03T13:45:00+00:00,34,1,158,False,True,193,WITHIN_TOLERANCE,NEAR_ATM,3.9639999999999986,3.9639999999999986,31,SCORED_RIGHT_CENSORED,True,158,0.49,0.52,6.1224489795918435,15.384615384615374,-40.38461538461539,5.769230769230771,6,60,-8.333333333333325,0.3750000000000004,22.44897959183674,-36.73469387755102,True
AMC15SUP-001,O:AMC240920C00005000,CALL,5.0,2024-09-20,14,0.0,DISCOVERY,ENTRY_FORMING,2024-09-09T20:00:00+00:00,2024-09-09T19:45:00+00:00,402,1,234,False,True,637,WITHIN_TOLERANCE,NEAR_ATM,0.19999999999999576,0.19999999999999576,11,SCORED_RIGHT_CENSORED,True,234,0.27,0.27,0.0,7.407407407407396,-96.2962962962963,-96.2962962962963,1,199,-96.55172413793103,-13.000000000000021,7.407407407407396,-96.2962962962963,True
AMC15SUP-001,O:AMC241011C00005000,CALL,5.0,2024-10-11,30,0.0,DISCOVERY,ENTRY_FORMING,2024-09-09T20:00:00+00:00,2024-09-09T19:45:00+00:00,46,0,296,False,False,342,WITHIN_TOLERANCE,NEAR_ATM,0.19999999999999576,0.19999999999999576,32,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15SUP-001,O:AMC240920P00005000,PUT,5.0,2024-09-20,14,0.0,DISCOVERY,ENTRY_FORMING,2024-09-09T20:00:00+00:00,2024-09-09T19:45:00+00:00,261,1,222,False,True,484,WITHIN_TOLERANCE,NEAR_ATM,0.19999999999999576,-0.19999999999999576,11,SCORED_RIGHT_CENSORED,True,222,0.25,0.27,8.000000000000007,55.555555555555536,-44.44444444444445,-7.407407407407418,23,97,-40.476190476190474,-0.13333333333333358,68.0,-40.0,True
AMC15SUP-001,O:AMC241011P00005000,PUT,5.0,2024-10-11,30,0.0,DISCOVERY,ENTRY_FORMING,2024-09-09T20:00:00+00:00,2024-09-09T19:45:00+00:00,24,0,158,False,False,182,WITHIN_TOLERANCE,NEAR_ATM,0.19999999999999576,-0.19999999999999576,32,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15SUP-002,O:AMC240927C00005000,CALL,5.0,2024-09-27,14,0.0,DISCOVERY,CONTINUATION,2024-09-10T19:45:00+00:00,2024-09-10T19:30:00+00:00,288,1,334,False,True,623,WITHIN_TOLERANCE,NEAR_ATM,1.5719999999999956,-1.5719999999999956,17,SCORED_RIGHT_CENSORED,True,334,0.28,0.28,0.0,17.85714285714286,-96.42857142857143,-96.42857142857143,67,309,-96.96969696969697,-5.399999999999999,17.85714285714286,-96.42857142857143,True
AMC15SUP-002,O:AMC241011C00005000,CALL,5.0,2024-10-11,30,0.0,DISCOVERY,CONTINUATION,2024-09-10T19:45:00+00:00,2024-09-10T19:30:00+00:00,53,0,289,False,False,342,WITHIN_TOLERANCE,NEAR_ATM,1.5719999999999956,-1.5719999999999956,31,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15SUP-002,O:AMC240927P00005000,PUT,5.0,2024-09-27,14,0.0,DISCOVERY,CONTINUATION,2024-09-10T19:45:00+00:00,2024-09-10T19:30:00+00:00,168,1,264,False,True,433,WITHIN_TOLERANCE,NEAR_ATM,1.5719999999999956,1.5719999999999956,17,SCORED_RIGHT_CENSORED,True,264,0.37,0.37,0.0,78.3783783783784,-37.83783783783784,37.83783783783785,213,60,-22.72727272727273,0.48275862068965525,78.3783783783784,-37.83783783783784,False
AMC15SUP-002,O:AMC241011P00005000,PUT,5.0,2024-10-11,30,0.0,DISCOVERY,CONTINUATION,2024-09-10T19:45:00+00:00,2024-09-10T19:30:00+00:00,31,0,151,False,False,182,WITHIN_TOLERANCE,NEAR_ATM,1.5719999999999956,1.5719999999999956,31,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15SUP-003,O:AMC241018C00004500,CALL,4.5,2024-10-18,14,0.0,DISCOVERY,ENTRY_FORMING,2024-10-04T13:45:00+00:00,2024-10-04T13:30:00+00:00,105,1,283,False,True,389,WITHIN_TOLERANCE,NEAR_ATM,0.6600000000000013,-0.6600000000000013,14,SCORED_RIGHT_CENSORED,True,283,0.24,0.24,0.0,0.0,-95.83333333333334,-95.83333333333334,1,237,-95.83333333333334,,0.0,-95.83333333333334,True
AMC15SUP-003,O:AMC241101C00004500,CALL,4.5,2024-11-01,30,0.0,DISCOVERY,ENTRY_FORMING,2024-10-04T13:45:00+00:00,2024-10-04T13:30:00+00:00,63,1,495,False,True,559,WITHIN_TOLERANCE,NEAR_ATM,0.6600000000000013,-0.6600000000000013,28,SCORED_RIGHT_CENSORED,True,495,0.31,0.38,22.580645161290324,0.0,-97.36842105263158,-97.36842105263158,1,482,-97.36842105263158,,22.580645161290324,-96.7741935483871,True
AMC15SUP-003,O:AMC241018P00004500,PUT,4.5,2024-10-18,14,0.0,DISCOVERY,ENTRY_FORMING,2024-10-04T13:45:00+00:00,2024-10-04T13:30:00+00:00,70,1,211,False,True,282,WITHIN_TOLERANCE,NEAR_ATM,0.6600000000000013,0.6600000000000013,14,SCORED_RIGHT_CENSORED,True,211,0.24,0.23,-4.1666666666666625,169.56521739130434,-47.82608695652174,-47.82608695652174,67,211,-80.64516129032258,-0.28205128205128205,158.33333333333334,-50.0,True
AMC15SUP-003,O:AMC241101P00004500,PUT,4.5,2024-11-01,30,0.0,DISCOVERY,ENTRY_FORMING,2024-10-04T13:45:00+00:00,2024-10-04T13:30:00+00:00,27,0,256,False,False,283,WITHIN_TOLERANCE,NEAR_ATM,0.6600000000000013,0.6600000000000013,28,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15X-005,O:AMC241025C00004000,CALL,4.0,2024-10-25,14,0.0,DISCOVERY,ENTRY_FORMING,2024-10-10T19:30:00+00:00,2024-10-10T19:15:00+00:00,77,0,235,False,False,312,WITHIN_TOLERANCE,NEAR_ATM,4.275000000000007,4.275000000000007,15,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15X-005,O:AMC241108C00004000,CALL,4.0,2024-11-08,30,0.0,DISCOVERY,ENTRY_FORMING,2024-10-10T19:30:00+00:00,2024-10-10T19:15:00+00:00,36,0,183,False,False,219,WITHIN_TOLERANCE,NEAR_ATM,4.275000000000007,4.275000000000007,29,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15X-005,O:AMC241025P00004000,PUT,4.0,2024-10-25,14,0.0,DISCOVERY,ENTRY_FORMING,2024-10-10T19:30:00+00:00,2024-10-10T19:15:00+00:00,67,1,194,False,True,262,WITHIN_TOLERANCE,NEAR_ATM,4.275000000000007,-4.275000000000007,15,SCORED_RIGHT_CENSORED,True,194,0.13,0.13,0.0,7.692307692307709,-92.3076923076923,-92.3076923076923,2,108,-92.85714285714286,-11.999999999999973,7.692307692307709,-92.3076923076923,True
AMC15X-005,O:AMC241108P00004000,PUT,4.0,2024-11-08,30,0.0,DISCOVERY,ENTRY_FORMING,2024-10-10T19:30:00+00:00,2024-10-10T19:15:00+00:00,55,0,192,False,False,247,WITHIN_TOLERANCE,NEAR_ATM,4.275000000000007,-4.275000000000007,29,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15SUP-004,O:AMC241101C00004500,CALL,4.5,2024-11-01,14,0.0,DISCOVERY,CONTINUATION,2024-10-18T16:15:00+00:00,2024-10-18T16:00:00+00:00,285,1,273,False,True,559,WITHIN_TOLERANCE,NEAR_ATM,4.177777777777772,-4.177777777777772,14,SCORED_RIGHT_CENSORED,True,273,0.16,0.15,-6.25,39.99999999999999,-93.33333333333333,-93.33333333333333,205,260,-95.23809523809523,-2.3333333333333335,31.25,-93.75,True
AMC15SUP-004,O:AMC241115C00004500,CALL,4.5,2024-11-15,30,0.0,DISCOVERY,CONTINUATION,2024-10-18T16:15:00+00:00,2024-10-18T16:00:00+00:00,116,1,517,False,True,634,WITHIN_TOLERANCE,NEAR_ATM,4.177777777777772,-4.177777777777772,28,SCORED_RIGHT_CENSORED,True,517,0.33,0.33,0.0,54.54545454545454,-96.96969696969697,-96.96969696969697,327,336,-98.0392156862745,-1.777777777777778,54.54545454545454,-96.96969696969697,True
AMC15SUP-004,O:AMC241101P00004500,PUT,4.5,2024-11-01,14,0.0,DISCOVERY,CONTINUATION,2024-10-18T16:15:00+00:00,2024-10-18T16:00:00+00:00,87,1,195,False,True,283,WITHIN_TOLERANCE,NEAR_ATM,4.177777777777772,4.177777777777772,14,SCORED_RIGHT_CENSORED,True,195,0.33,0.35,6.060606060606055,2.857142857142869,-97.14285714285714,-97.14285714285714,4,191,-97.22222222222221,-33.99999999999986,9.090909090909083,-96.96969696969697,True
AMC15SUP-004,O:AMC241115P00004500,PUT,4.5,2024-11-15,30,0.0,DISCOVERY,CONTINUATION,2024-10-18T16:15:00+00:00,2024-10-18T16:00:00+00:00,39,0,344,False,False,383,WITHIN_TOLERANCE,NEAR_ATM,4.177777777777772,4.177777777777772,28,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15SUP-005,O:AMC241108C00004500,CALL,4.5,2024-11-08,14,0.0,DISCOVERY,ENTRY_FORMING,2024-10-22T19:30:00+00:00,2024-10-22T19:15:00+00:00,116,1,333,False,True,450,WITHIN_TOLERANCE,NEAR_ATM,3.7777777777777763,-3.7777777777777763,17,SCORED_RIGHT_CENSORED,True,333,0.18,0.18,0.0,150.0,-94.44444444444444,-94.44444444444444,273,309,-97.77777777777777,-0.6296296296296297,150.0,-94.44444444444444,True
AMC15SUP-005,O:AMC241122C00004500,CALL,4.5,2024-11-22,30,0.0,DISCOVERY,ENTRY_FORMING,2024-10-22T19:30:00+00:00,2024-10-22T19:15:00+00:00,55,1,478,False,True,534,WITHIN_TOLERANCE,NEAR_ATM,3.7777777777777763,-3.7777777777777763,31,SCORED_RIGHT_CENSORED,True,478,0.29,0.29,0.0,93.10344827586209,-96.55172413793103,-82.75862068965517,279,474,-91.07142857142857,-0.8888888888888887,93.10344827586209,-96.55172413793103,True
AMC15SUP-005,O:AMC241108P00004500,PUT,4.5,2024-11-08,14,0.0,DISCOVERY,ENTRY_FORMING,2024-10-22T19:30:00+00:00,2024-10-22T19:15:00+00:00,29,0,272,False,False,301,WITHIN_TOLERANCE,NEAR_ATM,3.7777777777777763,3.7777777777777763,17,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15SUP-005,O:AMC241122P00004500,PUT,4.5,2024-11-22,30,0.0,DISCOVERY,ENTRY_FORMING,2024-10-22T19:30:00+00:00,2024-10-22T19:15:00+00:00,19,1,319,False,True,339,WITHIN_TOLERANCE,NEAR_ATM,3.7777777777777763,3.7777777777777763,31,SCORED_RIGHT_CENSORED,True,319,0.45,0.45,0.0,13.33333333333333,-97.77777777777777,-97.77777777777777,3,294,-98.0392156862745,-7.333333333333335,13.33333333333333,-97.77777777777777,True
AMC15X-006,O:AMC241108C00004500,CALL,4.5,2024-11-08,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-10-22T19:45:00+00:00,2024-10-22T19:30:00+00:00,117,1,332,False,True,450,WITHIN_TOLERANCE,NEAR_ATM,3.888888888888885,-3.888888888888885,17,SCORED_RIGHT_CENSORED,True,332,0.18,0.2,11.111111111111116,125.0,-95.0,-95.0,272,308,-97.77777777777777,-0.76,150.0,-94.44444444444444,True
AMC15X-006,O:AMC241122C00004500,CALL,4.5,2024-11-22,30,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-10-22T19:45:00+00:00,2024-10-22T19:30:00+00:00,56,1,477,False,True,534,WITHIN_TOLERANCE,NEAR_ATM,3.888888888888885,-3.888888888888885,31,SCORED_RIGHT_CENSORED,True,477,0.29,0.28,-3.44827586206895,100.0,-96.42857142857143,-82.14285714285714,278,473,-91.07142857142857,-0.8214285714285714,93.10344827586209,-96.55172413793103,True
AMC15X-006,O:AMC241108P00004500,PUT,4.5,2024-11-08,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-10-22T19:45:00+00:00,2024-10-22T19:30:00+00:00,29,0,272,False,False,301,WITHIN_TOLERANCE,NEAR_ATM,3.888888888888885,3.888888888888885,17,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15X-006,O:AMC241122P00004500,PUT,4.5,2024-11-22,30,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-10-22T19:45:00+00:00,2024-10-22T19:30:00+00:00,20,0,319,False,False,339,WITHIN_TOLERANCE,NEAR_ATM,3.888888888888885,3.888888888888885,31,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15X-007,O:AMC241108C00004500,CALL,4.5,2024-11-08,14,0.0,DISCOVERY,THESIS_PRESSURE,2024-10-23T15:30:00+00:00,2024-10-23T15:15:00+00:00,126,1,323,False,True,450,WITHIN_TOLERANCE,NEAR_ATM,5.3333333333333375,-5.3333333333333375,16,SCORED_RIGHT_CENSORED,True,323,0.18,0.18,0.0,150.0,-94.44444444444444,-94.44444444444444,263,299,-97.77777777777777,-0.6296296296296297,150.0,-94.44444444444444,True
AMC15X-007,O:AMC241122C00004500,CALL,4.5,2024-11-22,30,0.0,DISCOVERY,THESIS_PRESSURE,2024-10-23T15:30:00+00:00,2024-10-23T15:15:00+00:00,61,1,472,False,True,534,WITHIN_TOLERANCE,NEAR_ATM,5.3333333333333375,-5.3333333333333375,30,SCORED_RIGHT_CENSORED,True,472,0.25,0.25,0.0,124.00000000000003,-96.0,-80.0,273,468,-91.07142857142857,-0.6451612903225805,124.00000000000003,-96.0,True
AMC15X-007,O:AMC241108P00004500,PUT,4.5,2024-11-08,14,0.0,DISCOVERY,THESIS_PRESSURE,2024-10-23T15:30:00+00:00,2024-10-23T15:15:00+00:00,35,0,266,False,False,301,WITHIN_TOLERANCE,NEAR_ATM,5.3333333333333375,5.3333333333333375,16,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15X-007,O:AMC241122P00004500,PUT,4.5,2024-11-22,30,0.0,DISCOVERY,THESIS_PRESSURE,2024-10-23T15:30:00+00:00,2024-10-23T15:15:00+00:00,22,0,317,False,False,339,WITHIN_TOLERANCE,NEAR_ATM,5.3333333333333375,5.3333333333333375,30,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15X-008,O:AMC241108C00004500,CALL,4.5,2024-11-08,14,0.0,DISCOVERY,CONTINUATION,2024-10-24T14:00:00+00:00,2024-10-24T13:45:00+00:00,145,1,304,False,True,450,WITHIN_TOLERANCE,NEAR_ATM,5.113333333333338,-5.113333333333338,15,SCORED_RIGHT_CENSORED,True,304,0.19,0.19,0.0,136.84210526315786,-94.73684210526316,-94.73684210526316,244,280,-97.77777777777777,-0.6923076923076925,136.84210526315786,-94.73684210526316,True
AMC15X-008,O:AMC241122C00004500,CALL,4.5,2024-11-22,30,0.0,DISCOVERY,CONTINUATION,2024-10-24T14:00:00+00:00,2024-10-24T13:45:00+00:00,72,1,461,False,True,534,WITHIN_TOLERANCE,NEAR_ATM,5.113333333333338,-5.113333333333338,29,SCORED_RIGHT_CENSORED,True,461,0.26,0.26,0.0,115.38461538461542,-96.15384615384616,-80.76923076923077,262,457,-91.07142857142857,-0.6999999999999998,115.38461538461542,-96.15384615384616,True
AMC15X-008,O:AMC241108P00004500,PUT,4.5,2024-11-08,14,0.0,DISCOVERY,CONTINUATION,2024-10-24T14:00:00+00:00,2024-10-24T13:45:00+00:00,44,1,256,False,True,301,WITHIN_TOLERANCE,NEAR_ATM,5.113333333333338,5.113333333333338,15,SCORED_RIGHT_CENSORED,True,256,0.39,0.29,-25.64102564102565,44.827586206896555,-58.62068965517242,-27.586206896551722,2,205,-50.0,-0.6153846153846153,7.692307692307687,-69.23076923076923,True
AMC15X-008,O:AMC241122P00004500,PUT,4.5,2024-11-22,30,0.0,DISCOVERY,CONTINUATION,2024-10-24T14:00:00+00:00,2024-10-24T13:45:00+00:00,25,0,314,False,False,339,WITHIN_TOLERANCE,NEAR_ATM,5.113333333333338,5.113333333333338,29,UNSCORED_SIGNAL_BAR_ABSENT,,0,,,,,,,,,,,,,
AMC15X-009,O:AMC241115C00004500,CALL,4.5,2024-11-15,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-10-30T14:30:00+00:00,2024-10-30T14:15:00+00:00,303,1,330,False,True,634,WITHIN_TOLERANCE,NEAR_ATM,1.9355555555555644,1.9355555555555644,16,SCORED_RIGHT_CENSORED,True,330,0.38,0.39,2.6315789473684292,30.76923076923077,-97.43589743589743,-97.43589743589743,140,149,-98.0392156862745,-3.1666666666666665,34.210526315789465,-97.36842105263158,True
AMC15X-009,O:AMC241129C00004500,CALL,4.5,2024-11-29,30,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-10-30T14:30:00+00:00,2024-10-30T14:15:00+00:00,61,1,465,False,True,527,WITHIN_TOLERANCE,NEAR_ATM,1.9355555555555644,1.9355555555555644,30,SCORED_RIGHT_CENSORED,True,465,0.47,0.46,-2.127659574468077,32.6086956521739,-76.08695652173914,-2.1739130434782594,180,270,-26.22950819672131,-0.06666666666666665,29.78723404255319,-76.59574468085107,True
AMC15X-009,O:AMC241115P00004500,PUT,4.5,2024-11-15,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-10-30T14:30:00+00:00,2024-10-30T14:15:00+00:00,106,1,276,False,True,383,WITHIN_TOLERANCE,NEAR_ATM,1.9355555555555644,-1.9355555555555644,16,SCORED_RIGHT_CENSORED,True,276,0.31,0.29,-6.451612903225811,44.827586206896555,-96.55172413793103,-96.55172413793103,131,251,-97.61904761904762,-2.1538461538461537,35.48387096774193,-96.7741935483871,True
AMC15X-009,O:AMC241129P00004500,PUT,4.5,2024-11-29,30,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-10-30T14:30:00+00:00,2024-10-30T14:15:00+00:00,18,1,298,False,True,317,WITHIN_TOLERANCE,NEAR_ATM,1.9355555555555644,-1.9355555555555644,30,SCORED_RIGHT_CENSORED,True,298,0.35,0.36,2.857142857142869,38.888888888888886,-97.22222222222221,-97.22222222222221,52,251,-98.0,-2.5,42.85714285714286,-97.14285714285714,True
AMC15SUP-006,O:AMC241115C00004500,CALL,4.5,2024-11-15,14,0.0,DISCOVERY,CONTINUATION,2024-11-01T14:00:00+00:00,2024-11-01T13:45:00+00:00,349,1,284,False,True,634,WITHIN_TOLERANCE,NEAR_ATM,0.0,0.0,14,SCORED_RIGHT_CENSORED,True,284,0.3,0.32,6.666666666666665,59.375,-96.875,-96.875,94,103,-98.0392156862745,-1.631578947368421,70.00000000000001,-96.66666666666667,True
AMC15SUP-006,O:AMC241129C00004500,CALL,4.5,2024-11-29,30,0.0,DISCOVERY,CONTINUATION,2024-11-01T14:00:00+00:00,2024-11-01T13:45:00+00:00,83,1,443,False,True,527,WITHIN_TOLERANCE,NEAR_ATM,0.0,0.0,28,SCORED_RIGHT_CENSORED,True,443,0.38,0.4,5.263157894736836,52.49999999999999,-72.50000000000001,12.5,158,248,-26.22950819672131,0.23809523809523814,60.52631578947367,-71.05263157894737,True
